,type-subtype,hour,lon_bin,lat_bin,count
60679,Road_closed-Unclassified,05:00,-87.66,41.9,4
60696,Road_closed-Unclassified,05:00,-87.64,41.92,4
60737,Road_closed-Unclassified,06:00,-87.65,41.88,12
60732,Road_closed-Unclassified,06:00,-87.66,41.94,6
60752,Road_closed-Unclassified,06:00,-87.63,41.9,6
60748,Road_closed-Unclassified,06:00,-87.64,41.93,5
60751,Road_closed-Unclassified,06:00,-87.63,41.89,5
60717,Road_closed-Unclassified,06:00,-87.69,41.87,4
60754,Road_closed-Unclassified,06:00,-87.62,41.83,4
60724,Road_closed-Unclassified,06:00,-87.67,41.88,3
60731,Road_closed-Unclassified,06:00,-87.66,41.9,3
60749,Road_closed-Unclassified,06:00,-87.64,41.94,3
60771,Road_closed-Unclassified,07:00,-87.66,41.94,7
60773,Road_closed-Unclassified,07:00,-87.65,41.88,6
60781,Road_closed-Unclassified,07:00,-87.64,41.92,4
60769,Road_closed-Unclassified,07:00,-87.66,41.85,3
60783,Road_closed-Unclassified,07:00,-87.64,41.94,3
60784,Road_closed-Unclassified,07:00,-87.63,41.9,3
60760,Road_closed-Unclassified,07:00,-87.73,41.89,2
60767,Road_closed-Unclassified,07:00,-87.67,41.9,2
60770,Road_closed-Unclassified,07:00,-87.66,41.9,2
60774,Road_closed-Unclassified,07:00,-87.65,41.89,2
60796,Road_closed-Unclassified,08:00,-87.66,41.94,3
60794,Road_closed-Unclassified,08:00,-87.66,41.85,2
60803,Road_closed-Unclassified,08:00,-87.62,41.89,2
60789,Road_closed-Unclassified,08:00,-87.74,41.95,1
60790,Road_closed-Unclassified,08:00,-87.71,41.92,1
60791,Road_closed-Unclassified,08:00,-87.7,41.96,1
60792,Road_closed-Unclassified,08:00,-87.69,41.96,1
60793,Road_closed-Unclassified,08:00,-87.66,41.75,1
60795,Road_closed-Unclassified,08:00,-87.66,41.9,1
60797,Road_closed-Unclassified,08:00,-87.65,41.88,1
60804,Road_closed-Unclassified,09:00,-87.74,41.95,5
60823,Road_closed-Unclassified,09:00,-87.62,41.89,5
60809,Road_closed-Unclassified,09:00,-87.67,41.93,3
60806,Road_closed-Unclassified,09:00,-87.68,41.88,2
60811,Road_closed-Unclassified,09:00,-87.66,41.84,2
60815,Road_closed-Unclassified,09:00,-87.65,41.88,2
60820,Road_closed-Unclassified,09:00,-87.63,41.9,2
60805,Road_closed-Unclassified,09:00,-87.7,41.77,1
60807,Road_closed-Unclassified,09:00,-87.68,41.95,1
60808,Road_closed-Unclassified,09:00,-87.67,41.87,1
60847,Road_closed-Unclassified,10:00,-87.62,41.87,8
60844,Road_closed-Unclassified,10:00,-87.63,41.87,4
60827,Road_closed-Unclassified,10:00,-87.75,41.96,3
60842,Road_closed-Unclassified,10:00,-87.64,41.84,3
60845,Road_closed-Unclassified,10:00,-87.63,41.89,3
60835,Road_closed-Unclassified,10:00,-87.67,41.7,2
60836,Road_closed-Unclassified,10:00,-87.67,41.88,2
60838,Road_closed-Unclassified,10:00,-87.66,41.94,2
60840,Road_closed-Unclassified,10:00,-87.65,41.88,2
60846,Road_closed-Unclassified,10:00,-87.62,41.84,2
60905,Road_closed-Unclassified,11:00,-87.63,41.89,17
60856,Road_closed-Unclassified,11:00,-87.75,41.96,9
60881,Road_closed-Unclassified,11:00,-87.67,41.87,7
60903,Road_closed-Unclassified,11:00,-87.63,41.87,6
60908,Road_closed-Unclassified,11:00,-87.62,41.87,6
60872,Road_closed-Unclassified,11:00,-87.69,41.92,5
60861,Road_closed-Unclassified,11:00,-87.72,41.86,4
60876,Road_closed-Unclassified,11:00,-87.68,41.9,4
60864,Road_closed-Unclassified,11:00,-87.71,41.92,3
60866,Road_closed-Unclassified,11:00,-87.7,41.85,3
60941,Road_closed-Unclassified,12:00,-87.75,41.96,37
60981,Road_closed-Unclassified,12:00,-87.7,41.96,36
60928,Road_closed-Unclassified,12:00,-87.77,41.95,21
61035,Road_closed-Unclassified,12:00,-87.65,41.88,18
61054,Road_closed-Unclassified,12:00,-87.62,41.87,18
61029,Road_closed-Unclassified,12:00,-87.66,41.99,16
61015,Road_closed-Unclassified,12:00,-87.67,41.98,15
61041,Road_closed-Unclassified,12:00,-87.64,41.83,15
61048,Road_closed-Unclassified,12:00,-87.63,41.87,14
60963,Road_closed-Unclassified,12:00,-87.72,41.93,13
61089,Road_closed-Unclassified,13:00,-87.75,41.96,51
61142,Road_closed-Unclassified,13:00,-87.7,41.96,47
61152,Road_closed-Unclassified,13:00,-87.69,41.88,32
61205,Road_closed-Unclassified,13:00,-87.66,41.9,27
61127,Road_closed-Unclassified,13:00,-87.71,41.93,25
61217,Road_closed-Unclassified,13:00,-87.65,41.88,19
61225,Road_closed-Unclassified,13:00,-87.64,41.83,18
61238,Road_closed-Unclassified,13:00,-87.63,41.89,18
61111,Road_closed-Unclassified,13:00,-87.73,41.97,17
61243,Road_closed-Unclassified,13:00,-87.62,41.87,17
61377,Road_closed-Unclassified,14:00,-87.66,41.9,45
61280,Road_closed-Unclassified,14:00,-87.75,41.96,25
61425,Road_closed-Unclassified,14:00,-87.62,41.87,19
61418,Road_closed-Unclassified,14:00,-87.63,41.87,18
61394,Road_closed-Unclassified,14:00,-87.65,41.88,16
61379,Road_closed-Unclassified,14:00,-87.66,41.94,15
61324,Road_closed-Unclassified,14:00,-87.7,41.96,14
61334,Road_closed-Unclassified,14:00,-87.69,41.88,13
61406,Road_closed-Unclassified,14:00,-87.64,41.83,13
61421,Road_closed-Unclassified,14:00,-87.63,41.9,13
61554,Road_closed-Unclassified,15:00,-87.66,41.9,45
61589,Road_closed-Unclassified,15:00,-87.63,41.87,35
61565,Road_closed-Unclassified,15:00,-87.65,41.88,27
61590,Road_closed-Unclassified,15:00,-87.63,41.88,26
61601,Road_closed-Unclassified,15:00,-87.62,41.87,20
61557,Road_closed-Unclassified,15:00,-87.66,41.94,17
61474,Road_closed-Unclassified,15:00,-87.73,41.97,16
61592,Road_closed-Unclassified,15:00,-87.63,41.9,16
61489,Road_closed-Unclassified,15:00,-87.71,41.92,15
61576,Road_closed-Unclassified,15:00,-87.64,41.87,14
61731,Road_closed-Unclassified,16:00,-87.66,41.9,38
61742,Road_closed-Unclassified,16:00,-87.65,41.88,31
61735,Road_closed-Unclassified,16:00,-87.66,41.94,29
61761,Road_closed-Unclassified,16:00,-87.63,41.87,29
61764,Road_closed-Unclassified,16:00,-87.63,41.9,22
61762,Road_closed-Unclassified,16:00,-87.63,41.88,21
61663,Road_closed-Unclassified,16:00,-87.71,41.92,18
61769,Road_closed-Unclassified,16:00,-87.62,41.87,16
61638,Road_closed-Unclassified,16:00,-87.75,41.96,12
61754,Road_closed-Unclassified,16:00,-87.64,41.88,12
61930,Road_closed-Unclassified,17:00,-87.65,41.88,46
61915,Road_closed-Unclassified,17:00,-87.66,41.9,43
61954,Road_closed-Unclassified,17:00,-87.63,41.87,31
61919,Road_closed-Unclassified,17:00,-87.66,41.94,22
61963,Road_closed-Unclassified,17:00,-87.62,41.87,22
61955,Road_closed-Unclassified,17:00,-87.63,41.88,21
61957,Road_closed-Unclassified,17:00,-87.63,41.9,21
61838,Road_closed-Unclassified,17:00,-87.71,41.92,19
61813,Road_closed-Unclassified,17:00,-87.75,41.96,18
61855,Road_closed-Unclassified,17:00,-87.7,41.96,17
62101,Road_closed-Unclassified,18:00,-87.65,41.88,53
62089,Road_closed-Unclassified,18:00,-87.66,41.9,35
62093,Road_closed-Unclassified,18:00,-87.66,41.94,35
62127,Road_closed-Unclassified,18:00,-87.63,41.87,34
62130,Road_closed-Unclassified,18:00,-87.63,41.9,26
62113,Road_closed-Unclassified,18:00,-87.64,41.87,20
62037,Road_closed-Unclassified,18:00,-87.7,41.85,17
62087,Road_closed-Unclassified,18:00,-87.66,41.88,17
62128,Road_closed-Unclassified,18:00,-87.63,41.88,17
62029,Road_closed-Unclassified,18:00,-87.71,41.92,16
62291,Road_closed-Unclassified,19:00,-87.65,41.88,89
62313,Road_closed-Unclassified,19:00,-87.63,41.87,50
62277,Road_closed-Unclassified,19:00,-87.66,41.9,46
62281,Road_closed-Unclassified,19:00,-87.66,41.94,34
62315,Road_closed-Unclassified,19:00,-87.63,41.89,27
62210,Road_closed-Unclassified,19:00,-87.71,41.92,25
62222,Road_closed-Unclassified,19:00,-87.7,41.96,24
62303,Road_closed-Unclassified,19:00,-87.64,41.87,22
62181,Road_closed-Unclassified,19:00,-87.75,41.96,21
62216,Road_closed-Unclassified,19:00,-87.7,41.85,20
62491,Road_closed-Unclassified,20:00,-87.65,41.88,120
62415,Road_closed-Unclassified,20:00,-87.7,41.96,49
62518,Road_closed-Unclassified,20:00,-87.63,41.87,42
62476,Road_closed-Unclassified,20:00,-87.66,41.9,37
62480,Road_closed-Unclassified,20:00,-87.66,41.94,37
62505,Road_closed-Unclassified,20:00,-87.64,41.87,33
62532,Road_closed-Unclassified,20:00,-87.61,41.76,31
62435,Road_closed-Unclassified,20:00,-87.68,41.76,29
62441,Road_closed-Unclassified,20:00,-87.68,41.88,25
62459,Road_closed-Unclassified,20:00,-87.67,41.88,25
62691,Road_closed-Unclassified,21:00,-87.65,41.88,154
62681,Road_closed-Unclassified,21:00,-87.66,41.94,76
62708,Road_closed-Unclassified,21:00,-87.64,41.87,64
62677,Road_closed-Unclassified,21:00,-87.66,41.9,50
62618,Road_closed-Unclassified,21:00,-87.7,41.96,47
62733,Road_closed-Unclassified,21:00,-87.61,41.76,39
62644,Road_closed-Unclassified,21:00,-87.68,41.88,37
62719,Road_closed-Unclassified,21:00,-87.63,41.87,30
62659,Road_closed-Unclassified,21:00,-87.67,41.88,29
62675,Road_closed-Unclassified,21:00,-87.66,41.88,29
62889,Road_closed-Unclassified,22:00,-87.65,41.88,149
62818,Road_closed-Unclassified,22:00,-87.7,41.96,62
62933,Road_closed-Unclassified,22:00,-87.61,41.76,55
62906,Road_closed-Unclassified,22:00,-87.64,41.87,50
62878,Road_closed-Unclassified,22:00,-87.66,41.94,45
62839,Road_closed-Unclassified,22:00,-87.68,41.88,44
62874,Road_closed-Unclassified,22:00,-87.66,41.9,44
62919,Road_closed-Unclassified,22:00,-87.63,41.87,36
62854,Road_closed-Unclassified,22:00,-87.67,41.88,32
62835,Road_closed-Unclassified,22:00,-87.68,41.76,29
63058,Road_closed-Unclassified,23:00,-87.65,41.88,78
63043,Road_closed-Unclassified,23:00,-87.66,41.9,50
63047,Road_closed-Unclassified,23:00,-87.66,41.94,35
63084,Road_closed-Unclassified,23:00,-87.63,41.87,28
63001,Road_closed-Unclassified,23:00,-87.69,41.88,27
63072,Road_closed-Unclassified,23:00,-87.64,41.87,25
62992,Road_closed-Unclassified,23:00,-87.7,41.96,21
63085,Road_closed-Unclassified,23:00,-87.63,41.88,21
63086,Road_closed-Unclassified,23:00,-87.63,41.89,19
63014,Road_closed-Unclassified,23:00,-87.68,41.88,17
