,type-subtype,hour,lon_bin,lat_bin,count
43176,Jam-Moderate Traffic,17:00,-87.65,41.86,4
43177,Jam-Moderate Traffic,17:00,-87.65,41.87,4
43284,Jam-Moderate Traffic,18:00,-87.65,41.87,13
43269,Jam-Moderate Traffic,18:00,-87.67,41.9,7
43198,Jam-Moderate Traffic,18:00,-87.82,41.98,6
43201,Jam-Moderate Traffic,18:00,-87.8,41.98,6
43224,Jam-Moderate Traffic,18:00,-87.74,41.95,6
43205,Jam-Moderate Traffic,18:00,-87.79,41.98,5
43220,Jam-Moderate Traffic,18:00,-87.75,41.96,5
43278,Jam-Moderate Traffic,18:00,-87.66,41.89,5
43283,Jam-Moderate Traffic,18:00,-87.65,41.86,5
43200,Jam-Moderate Traffic,18:00,-87.81,41.98,4
43343,Jam-Moderate Traffic,19:00,-87.75,41.96,13
43369,Jam-Moderate Traffic,19:00,-87.71,41.82,6
43372,Jam-Moderate Traffic,19:00,-87.71,41.93,6
43403,Jam-Moderate Traffic,19:00,-87.67,41.87,6
43406,Jam-Moderate Traffic,19:00,-87.67,41.91,6
43412,Jam-Moderate Traffic,19:00,-87.66,41.89,6
43434,Jam-Moderate Traffic,19:00,-87.64,41.83,6
43338,Jam-Moderate Traffic,19:00,-87.75,41.81,5
43339,Jam-Moderate Traffic,19:00,-87.75,41.82,5
43344,Jam-Moderate Traffic,19:00,-87.75,41.97,5
43539,Jam-Moderate Traffic,20:00,-87.69,41.92,11
43497,Jam-Moderate Traffic,20:00,-87.74,41.95,10
43521,Jam-Moderate Traffic,20:00,-87.71,41.93,9
43561,Jam-Moderate Traffic,20:00,-87.67,41.9,9
43551,Jam-Moderate Traffic,20:00,-87.68,41.92,8
43461,Jam-Moderate Traffic,20:00,-87.81,41.98,7
43491,Jam-Moderate Traffic,20:00,-87.75,41.96,7
43550,Jam-Moderate Traffic,20:00,-87.68,41.91,7
43576,Jam-Moderate Traffic,20:00,-87.65,41.87,7
43504,Jam-Moderate Traffic,20:00,-87.73,41.93,6
43730,Jam-Moderate Traffic,21:00,-87.67,41.91,13
43648,Jam-Moderate Traffic,21:00,-87.75,41.97,12
43706,Jam-Moderate Traffic,21:00,-87.69,41.96,9
43729,Jam-Moderate Traffic,21:00,-87.67,41.9,9
43703,Jam-Moderate Traffic,21:00,-87.69,41.92,8
43716,Jam-Moderate Traffic,21:00,-87.68,41.92,8
43726,Jam-Moderate Traffic,21:00,-87.67,41.87,8
43647,Jam-Moderate Traffic,21:00,-87.75,41.96,7
43749,Jam-Moderate Traffic,21:00,-87.65,41.85,7
43618,Jam-Moderate Traffic,21:00,-87.82,41.98,6
43876,Jam-Moderate Traffic,22:00,-87.72,41.94,11
43953,Jam-Moderate Traffic,22:00,-87.65,41.87,11
43930,Jam-Moderate Traffic,22:00,-87.67,41.91,9
43916,Jam-Moderate Traffic,22:00,-87.68,41.92,8
43926,Jam-Moderate Traffic,22:00,-87.67,41.87,8
43908,Jam-Moderate Traffic,22:00,-87.69,41.93,7
43950,Jam-Moderate Traffic,22:00,-87.65,41.84,7
43984,Jam-Moderate Traffic,22:00,-87.63,41.87,7
43807,Jam-Moderate Traffic,22:00,-87.83,41.98,6
43808,Jam-Moderate Traffic,22:00,-87.82,41.98,6
44134,Jam-Moderate Traffic,23:00,-87.67,41.91,10
44048,Jam-Moderate Traffic,23:00,-87.75,41.96,9
44132,Jam-Moderate Traffic,23:00,-87.67,41.89,7
44014,Jam-Moderate Traffic,23:00,-87.82,41.98,6
44021,Jam-Moderate Traffic,23:00,-87.8,41.98,6
44028,Jam-Moderate Traffic,23:00,-87.78,41.97,6
44095,Jam-Moderate Traffic,23:00,-87.7,41.96,6
44059,Jam-Moderate Traffic,23:00,-87.74,41.97,5
44133,Jam-Moderate Traffic,23:00,-87.67,41.9,5
44159,Jam-Moderate Traffic,23:00,-87.65,41.87,5
44436,Jam-Stand-Still Traffic,00:00,-87.66,41.89,217
44452,Jam-Stand-Still Traffic,00:00,-87.65,41.88,146
44451,Jam-Stand-Still Traffic,00:00,-87.65,41.87,125
44266,Jam-Stand-Still Traffic,00:00,-87.76,41.96,115
44246,Jam-Stand-Still Traffic,00:00,-87.78,41.97,98
44283,Jam-Stand-Still Traffic,00:00,-87.75,41.96,96
44256,Jam-Stand-Still Traffic,00:00,-87.77,41.97,95
44513,Jam-Stand-Still Traffic,00:00,-87.62,41.89,93
44445,Jam-Stand-Still Traffic,00:00,-87.66,41.98,85
44418,Jam-Stand-Still Traffic,00:00,-87.67,41.9,79
44702,Jam-Stand-Still Traffic,01:00,-87.66,41.89,178
44717,Jam-Stand-Still Traffic,01:00,-87.65,41.88,123
44716,Jam-Stand-Still Traffic,01:00,-87.65,41.87,107
44687,Jam-Stand-Still Traffic,01:00,-87.67,41.9,84
44688,Jam-Stand-Still Traffic,01:00,-87.67,41.91,51
44715,Jam-Stand-Still Traffic,01:00,-87.65,41.86,46
44718,Jam-Stand-Still Traffic,01:00,-87.65,41.89,43
44722,Jam-Stand-Still Traffic,01:00,-87.65,41.95,43
44582,Jam-Stand-Still Traffic,01:00,-87.76,41.96,41
44637,Jam-Stand-Still Traffic,01:00,-87.71,41.93,40
44915,Jam-Stand-Still Traffic,02:00,-87.66,41.89,133
44928,Jam-Stand-Still Traffic,02:00,-87.65,41.87,65
44903,Jam-Stand-Still Traffic,02:00,-87.67,41.9,58
44926,Jam-Stand-Still Traffic,02:00,-87.65,41.85,46
44929,Jam-Stand-Still Traffic,02:00,-87.65,41.88,40
44976,Jam-Stand-Still Traffic,02:00,-87.62,41.88,33
44881,Jam-Stand-Still Traffic,02:00,-87.69,41.92,30
44977,Jam-Stand-Still Traffic,02:00,-87.62,41.89,30
44904,Jam-Stand-Still Traffic,02:00,-87.67,41.91,29
44927,Jam-Stand-Still Traffic,02:00,-87.65,41.86,27
45117,Jam-Stand-Still Traffic,03:00,-87.66,41.89,116
45128,Jam-Stand-Still Traffic,03:00,-87.65,41.87,71
45106,Jam-Stand-Still Traffic,03:00,-87.67,41.9,68
45129,Jam-Stand-Still Traffic,03:00,-87.65,41.88,67
45176,Jam-Stand-Still Traffic,03:00,-87.62,41.89,53
45174,Jam-Stand-Still Traffic,03:00,-87.62,41.87,32
45127,Jam-Stand-Still Traffic,03:00,-87.65,41.86,30
45130,Jam-Stand-Still Traffic,03:00,-87.65,41.89,30
45175,Jam-Stand-Still Traffic,03:00,-87.62,41.88,26
45107,Jam-Stand-Still Traffic,03:00,-87.67,41.91,25
45279,Jam-Stand-Still Traffic,04:00,-87.66,41.89,76
45290,Jam-Stand-Still Traffic,04:00,-87.65,41.87,69
45291,Jam-Stand-Still Traffic,04:00,-87.65,41.88,58
45270,Jam-Stand-Still Traffic,04:00,-87.67,41.9,49
45334,Jam-Stand-Still Traffic,04:00,-87.62,41.86,34
45268,Jam-Stand-Still Traffic,04:00,-87.67,41.88,30
45337,Jam-Stand-Still Traffic,04:00,-87.62,41.89,22
45292,Jam-Stand-Still Traffic,04:00,-87.65,41.89,21
45289,Jam-Stand-Still Traffic,04:00,-87.65,41.86,20
45271,Jam-Stand-Still Traffic,04:00,-87.67,41.91,19
45437,Jam-Stand-Still Traffic,05:00,-87.65,41.88,28
45427,Jam-Stand-Still Traffic,05:00,-87.66,41.89,25
45436,Jam-Stand-Still Traffic,05:00,-87.65,41.87,25
45423,Jam-Stand-Still Traffic,05:00,-87.67,41.9,14
45415,Jam-Stand-Still Traffic,05:00,-87.68,41.88,10
45421,Jam-Stand-Still Traffic,05:00,-87.67,41.88,10
45398,Jam-Stand-Still Traffic,05:00,-87.71,41.82,9
45468,Jam-Stand-Still Traffic,05:00,-87.62,41.85,9
45473,Jam-Stand-Still Traffic,05:00,-87.61,41.68,9
45374,Jam-Stand-Still Traffic,05:00,-87.76,41.96,8
45524,Jam-Stand-Still Traffic,06:00,-87.66,41.89,17
45531,Jam-Stand-Still Traffic,06:00,-87.65,41.88,17
45530,Jam-Stand-Still Traffic,06:00,-87.65,41.87,12
45502,Jam-Stand-Still Traffic,06:00,-87.72,41.94,7
45520,Jam-Stand-Still Traffic,06:00,-87.67,41.9,6
45507,Jam-Stand-Still Traffic,06:00,-87.7,41.83,5
45511,Jam-Stand-Still Traffic,06:00,-87.69,41.92,5
45540,Jam-Stand-Still Traffic,06:00,-87.63,41.71,5
45493,Jam-Stand-Still Traffic,06:00,-87.76,41.96,4
45500,Jam-Stand-Still Traffic,06:00,-87.72,41.82,4
45576,Jam-Stand-Still Traffic,07:00,-87.65,41.88,9
45565,Jam-Stand-Still Traffic,07:00,-87.71,41.82,4
45577,Jam-Stand-Still Traffic,07:00,-87.64,41.78,4
45555,Jam-Stand-Still Traffic,07:00,-87.82,41.98,3
45557,Jam-Stand-Still Traffic,07:00,-87.75,41.96,3
45572,Jam-Stand-Still Traffic,07:00,-87.67,41.91,3
45574,Jam-Stand-Still Traffic,07:00,-87.66,41.89,3
45558,Jam-Stand-Still Traffic,07:00,-87.74,41.95,2
45563,Jam-Stand-Still Traffic,07:00,-87.72,41.95,2
45566,Jam-Stand-Still Traffic,07:00,-87.71,41.93,2
45594,Jam-Stand-Still Traffic,08:00,-87.82,41.98,4
45605,Jam-Stand-Still Traffic,08:00,-87.67,41.9,4
45599,Jam-Stand-Still Traffic,08:00,-87.71,41.82,2
45601,Jam-Stand-Still Traffic,08:00,-87.7,41.87,2
45610,Jam-Stand-Still Traffic,08:00,-87.65,41.87,2
45611,Jam-Stand-Still Traffic,08:00,-87.65,41.88,2
45612,Jam-Stand-Still Traffic,08:00,-87.64,41.77,2
45625,Jam-Stand-Still Traffic,08:00,-87.6,41.7,2
45595,Jam-Stand-Still Traffic,08:00,-87.76,41.96,1
45596,Jam-Stand-Still Traffic,08:00,-87.75,41.81,1
45644,Jam-Stand-Still Traffic,09:00,-87.71,41.93,6
45643,Jam-Stand-Still Traffic,09:00,-87.72,41.94,5
45653,Jam-Stand-Still Traffic,09:00,-87.67,41.9,4
45632,Jam-Stand-Still Traffic,09:00,-87.76,41.81,3
45641,Jam-Stand-Still Traffic,09:00,-87.73,41.95,3
45665,Jam-Stand-Still Traffic,09:00,-87.63,41.72,3
45627,Jam-Stand-Still Traffic,09:00,-87.8,41.98,2
45634,Jam-Stand-Still Traffic,09:00,-87.75,41.81,2
45637,Jam-Stand-Still Traffic,09:00,-87.74,41.95,2
45645,Jam-Stand-Still Traffic,09:00,-87.7,41.83,2
45751,Jam-Stand-Still Traffic,10:00,-87.64,41.82,44
45776,Jam-Stand-Still Traffic,10:00,-87.6,41.69,32
45752,Jam-Stand-Still Traffic,10:00,-87.64,41.83,31
45688,Jam-Stand-Still Traffic,10:00,-87.78,41.97,29
45757,Jam-Stand-Still Traffic,10:00,-87.63,41.72,25
45691,Jam-Stand-Still Traffic,10:00,-87.77,41.97,24
45772,Jam-Stand-Still Traffic,10:00,-87.61,41.71,22
45700,Jam-Stand-Still Traffic,10:00,-87.75,41.81,21
45718,Jam-Stand-Still Traffic,10:00,-87.72,41.94,21
45742,Jam-Stand-Still Traffic,10:00,-87.65,41.87,21
45827,Jam-Stand-Still Traffic,11:00,-87.76,41.96,127
45846,Jam-Stand-Still Traffic,11:00,-87.75,41.96,110
45847,Jam-Stand-Still Traffic,11:00,-87.75,41.97,104
45816,Jam-Stand-Still Traffic,11:00,-87.77,41.87,90
45861,Jam-Stand-Still Traffic,11:00,-87.74,41.95,89
45881,Jam-Stand-Still Traffic,11:00,-87.72,41.94,72
45810,Jam-Stand-Still Traffic,11:00,-87.78,41.97,71
45837,Jam-Stand-Still Traffic,11:00,-87.75,41.81,71
45819,Jam-Stand-Still Traffic,11:00,-87.77,41.97,64
45803,Jam-Stand-Still Traffic,11:00,-87.79,41.98,62
46151,Jam-Stand-Still Traffic,12:00,-87.75,41.96,301
46129,Jam-Stand-Still Traffic,12:00,-87.76,41.96,257
46172,Jam-Stand-Still Traffic,12:00,-87.74,41.95,247
46215,Jam-Stand-Still Traffic,12:00,-87.72,41.94,238
46348,Jam-Stand-Still Traffic,12:00,-87.67,41.98,228
46103,Jam-Stand-Still Traffic,12:00,-87.77,41.87,204
46194,Jam-Stand-Still Traffic,12:00,-87.73,41.95,189
46237,Jam-Stand-Still Traffic,12:00,-87.71,41.93,168
46152,Jam-Stand-Still Traffic,12:00,-87.75,41.97,160
46288,Jam-Stand-Still Traffic,12:00,-87.69,41.92,157
46667,Jam-Stand-Still Traffic,13:00,-87.72,41.94,377
46626,Jam-Stand-Still Traffic,13:00,-87.74,41.95,320
46604,Jam-Stand-Still Traffic,13:00,-87.75,41.96,296
46687,Jam-Stand-Still Traffic,13:00,-87.71,41.93,292
46739,Jam-Stand-Still Traffic,13:00,-87.69,41.92,230
46650,Jam-Stand-Still Traffic,13:00,-87.73,41.95,225
46583,Jam-Stand-Still Traffic,13:00,-87.76,41.96,219
46558,Jam-Stand-Still Traffic,13:00,-87.77,41.87,215
46711,Jam-Stand-Still Traffic,13:00,-87.7,41.93,185
46791,Jam-Stand-Still Traffic,13:00,-87.67,41.91,173
47019,Jam-Stand-Still Traffic,14:00,-87.76,41.96,206
47059,Jam-Stand-Still Traffic,14:00,-87.74,41.95,200
47040,Jam-Stand-Still Traffic,14:00,-87.75,41.96,186
47092,Jam-Stand-Still Traffic,14:00,-87.72,41.94,177
47006,Jam-Stand-Still Traffic,14:00,-87.77,41.97,134
47112,Jam-Stand-Still Traffic,14:00,-87.71,41.93,134
47204,Jam-Stand-Still Traffic,14:00,-87.67,41.98,127
47158,Jam-Stand-Still Traffic,14:00,-87.69,41.92,126
47217,Jam-Stand-Still Traffic,14:00,-87.66,41.89,124
47041,Jam-Stand-Still Traffic,14:00,-87.75,41.97,110
47396,Jam-Stand-Still Traffic,15:00,-87.76,41.96,189
47387,Jam-Stand-Still Traffic,15:00,-87.77,41.97,157
47430,Jam-Stand-Still Traffic,15:00,-87.74,41.95,150
47553,Jam-Stand-Still Traffic,15:00,-87.66,41.89,127
47415,Jam-Stand-Still Traffic,15:00,-87.75,41.96,126
47454,Jam-Stand-Still Traffic,15:00,-87.72,41.94,121
47569,Jam-Stand-Still Traffic,15:00,-87.65,41.87,121
47371,Jam-Stand-Still Traffic,15:00,-87.79,41.98,120
47377,Jam-Stand-Still Traffic,15:00,-87.78,41.97,120
47445,Jam-Stand-Still Traffic,15:00,-87.73,41.95,120
47892,Jam-Stand-Still Traffic,16:00,-87.66,41.89,231
47727,Jam-Stand-Still Traffic,16:00,-87.76,41.96,145
47909,Jam-Stand-Still Traffic,16:00,-87.65,41.87,144
47703,Jam-Stand-Still Traffic,16:00,-87.78,41.97,128
47715,Jam-Stand-Still Traffic,16:00,-87.77,41.97,124
47910,Jam-Stand-Still Traffic,16:00,-87.65,41.88,120
47784,Jam-Stand-Still Traffic,16:00,-87.72,41.94,106
47747,Jam-Stand-Still Traffic,16:00,-87.75,41.96,102
47696,Jam-Stand-Still Traffic,16:00,-87.79,41.98,98
47761,Jam-Stand-Still Traffic,16:00,-87.74,41.95,96
48255,Jam-Stand-Still Traffic,17:00,-87.66,41.89,258
48274,Jam-Stand-Still Traffic,17:00,-87.65,41.87,225
48275,Jam-Stand-Still Traffic,17:00,-87.65,41.88,174
48076,Jam-Stand-Still Traffic,17:00,-87.76,41.96,157
48065,Jam-Stand-Still Traffic,17:00,-87.77,41.97,154
48049,Jam-Stand-Still Traffic,17:00,-87.78,41.97,132
48141,Jam-Stand-Still Traffic,17:00,-87.72,41.94,130
48337,Jam-Stand-Still Traffic,17:00,-87.62,41.89,113
48096,Jam-Stand-Still Traffic,17:00,-87.75,41.96,105
48160,Jam-Stand-Still Traffic,17:00,-87.71,41.93,103
48664,Jam-Stand-Still Traffic,18:00,-87.66,41.89,266
48687,Jam-Stand-Still Traffic,18:00,-87.65,41.88,240
48686,Jam-Stand-Still Traffic,18:00,-87.65,41.87,234
48458,Jam-Stand-Still Traffic,18:00,-87.76,41.96,206
48446,Jam-Stand-Still Traffic,18:00,-87.77,41.97,142
48479,Jam-Stand-Still Traffic,18:00,-87.75,41.96,130
48532,Jam-Stand-Still Traffic,18:00,-87.72,41.94,128
48421,Jam-Stand-Still Traffic,18:00,-87.79,41.98,125
48748,Jam-Stand-Still Traffic,18:00,-87.62,41.89,121
48688,Jam-Stand-Still Traffic,18:00,-87.65,41.89,115
49130,Jam-Stand-Still Traffic,19:00,-87.65,41.88,369
49105,Jam-Stand-Still Traffic,19:00,-87.66,41.89,368
49129,Jam-Stand-Still Traffic,19:00,-87.65,41.87,362
48875,Jam-Stand-Still Traffic,19:00,-87.76,41.96,228
49131,Jam-Stand-Still Traffic,19:00,-87.65,41.89,210
48895,Jam-Stand-Still Traffic,19:00,-87.75,41.96,180
48863,Jam-Stand-Still Traffic,19:00,-87.77,41.97,167
49085,Jam-Stand-Still Traffic,19:00,-87.67,41.9,166
49034,Jam-Stand-Still Traffic,19:00,-87.69,41.92,147
48954,Jam-Stand-Still Traffic,19:00,-87.72,41.94,143
49605,Jam-Stand-Still Traffic,20:00,-87.66,41.89,544
49629,Jam-Stand-Still Traffic,20:00,-87.65,41.87,501
49630,Jam-Stand-Still Traffic,20:00,-87.65,41.88,433
49631,Jam-Stand-Still Traffic,20:00,-87.65,41.89,282
49580,Jam-Stand-Still Traffic,20:00,-87.67,41.9,227
49341,Jam-Stand-Still Traffic,20:00,-87.76,41.96,223
49326,Jam-Stand-Still Traffic,20:00,-87.77,41.97,210
49365,Jam-Stand-Still Traffic,20:00,-87.75,41.96,210
49581,Jam-Stand-Still Traffic,20:00,-87.67,41.91,187
49697,Jam-Stand-Still Traffic,20:00,-87.62,41.89,185
50124,Jam-Stand-Still Traffic,21:00,-87.66,41.89,710
50146,Jam-Stand-Still Traffic,21:00,-87.65,41.87,593
50147,Jam-Stand-Still Traffic,21:00,-87.65,41.88,583
50148,Jam-Stand-Still Traffic,21:00,-87.65,41.89,409
50098,Jam-Stand-Still Traffic,21:00,-87.67,41.9,310
50099,Jam-Stand-Still Traffic,21:00,-87.67,41.91,284
50126,Jam-Stand-Still Traffic,21:00,-87.66,41.91,275
50125,Jam-Stand-Still Traffic,21:00,-87.66,41.9,269
49862,Jam-Stand-Still Traffic,21:00,-87.76,41.96,247
49884,Jam-Stand-Still Traffic,21:00,-87.75,41.96,229
50635,Jam-Stand-Still Traffic,22:00,-87.66,41.89,675
50657,Jam-Stand-Still Traffic,22:00,-87.65,41.87,636
50658,Jam-Stand-Still Traffic,22:00,-87.65,41.88,621
50659,Jam-Stand-Still Traffic,22:00,-87.65,41.89,479
50637,Jam-Stand-Still Traffic,22:00,-87.66,41.91,337
50636,Jam-Stand-Still Traffic,22:00,-87.66,41.9,322
50613,Jam-Stand-Still Traffic,22:00,-87.67,41.9,319
50614,Jam-Stand-Still Traffic,22:00,-87.67,41.91,287
50685,Jam-Stand-Still Traffic,22:00,-87.64,41.88,283
50727,Jam-Stand-Still Traffic,22:00,-87.62,41.89,278
51106,Jam-Stand-Still Traffic,23:00,-87.66,41.89,408
51128,Jam-Stand-Still Traffic,23:00,-87.65,41.88,372
51127,Jam-Stand-Still Traffic,23:00,-87.65,41.87,348
51129,Jam-Stand-Still Traffic,23:00,-87.65,41.89,224
50870,Jam-Stand-Still Traffic,23:00,-87.77,41.97,204
50905,Jam-Stand-Still Traffic,23:00,-87.75,41.96,202
50885,Jam-Stand-Still Traffic,23:00,-87.76,41.96,197
51083,Jam-Stand-Still Traffic,23:00,-87.67,41.9,192
51196,Jam-Stand-Still Traffic,23:00,-87.62,41.89,191
50842,Jam-Stand-Still Traffic,23:00,-87.79,41.98,184
51496,Jam-Unclassified,00:00,-87.66,41.89,70
51522,Jam-Unclassified,00:00,-87.65,41.88,58
51476,Jam-Unclassified,00:00,-87.67,41.9,45
51407,Jam-Unclassified,00:00,-87.7,41.93,41
51521,Jam-Unclassified,00:00,-87.65,41.87,39
51427,Jam-Unclassified,00:00,-87.69,41.92,38
51271,Jam-Unclassified,00:00,-87.79,41.98,35
51265,Jam-Unclassified,00:00,-87.8,41.98,31
51294,Jam-Unclassified,00:00,-87.77,41.97,31
51368,Jam-Unclassified,00:00,-87.72,41.94,30
51851,Jam-Unclassified,01:00,-87.66,41.89,62
51832,Jam-Unclassified,01:00,-87.67,41.9,47
51871,Jam-Unclassified,01:00,-87.65,41.88,43
51870,Jam-Unclassified,01:00,-87.65,41.87,32
51793,Jam-Unclassified,01:00,-87.69,41.92,25
51687,Jam-Unclassified,01:00,-87.76,41.96,24
51702,Jam-Unclassified,01:00,-87.75,41.96,23
51833,Jam-Unclassified,01:00,-87.67,41.91,23
51926,Jam-Unclassified,01:00,-87.62,41.89,21
51813,Jam-Unclassified,01:00,-87.68,41.92,20
52150,Jam-Unclassified,02:00,-87.66,41.89,57
52132,Jam-Unclassified,02:00,-87.67,41.9,38
52171,Jam-Unclassified,02:00,-87.65,41.88,32
52133,Jam-Unclassified,02:00,-87.67,41.91,20
52170,Jam-Unclassified,02:00,-87.65,41.87,19
52107,Jam-Unclassified,02:00,-87.69,41.92,17
52224,Jam-Unclassified,02:00,-87.62,41.89,17
52027,Jam-Unclassified,02:00,-87.75,41.96,16
52169,Jam-Unclassified,02:00,-87.65,41.86,16
52168,Jam-Unclassified,02:00,-87.65,41.85,14
52402,Jam-Unclassified,03:00,-87.66,41.89,43
52417,Jam-Unclassified,03:00,-87.65,41.87,29
52418,Jam-Unclassified,03:00,-87.65,41.88,28
52469,Jam-Unclassified,03:00,-87.62,41.89,25
52386,Jam-Unclassified,03:00,-87.67,41.9,24
52387,Jam-Unclassified,03:00,-87.67,41.91,21
52416,Jam-Unclassified,03:00,-87.65,41.86,18
52275,Jam-Unclassified,03:00,-87.77,41.87,16
52268,Jam-Unclassified,03:00,-87.78,41.87,12
52466,Jam-Unclassified,03:00,-87.62,41.86,12
52644,Jam-Unclassified,04:00,-87.65,41.87,27
52634,Jam-Unclassified,04:00,-87.66,41.89,19
52645,Jam-Unclassified,04:00,-87.65,41.88,19
52619,Jam-Unclassified,04:00,-87.67,41.9,15
52620,Jam-Unclassified,04:00,-87.67,41.91,15
52696,Jam-Unclassified,04:00,-87.62,41.89,13
52643,Jam-Unclassified,04:00,-87.65,41.86,12
52642,Jam-Unclassified,04:00,-87.65,41.85,10
52692,Jam-Unclassified,04:00,-87.62,41.85,10
52660,Jam-Unclassified,04:00,-87.64,41.84,9
52804,Jam-Unclassified,05:00,-87.66,41.89,8
52815,Jam-Unclassified,05:00,-87.65,41.87,8
52816,Jam-Unclassified,05:00,-87.65,41.88,7
52829,Jam-Unclassified,05:00,-87.64,41.88,6
52840,Jam-Unclassified,05:00,-87.63,41.89,6
52727,Jam-Unclassified,05:00,-87.8,41.98,5
52784,Jam-Unclassified,05:00,-87.68,41.91,5
52790,Jam-Unclassified,05:00,-87.67,41.87,5
52793,Jam-Unclassified,05:00,-87.67,41.9,5
52838,Jam-Unclassified,05:00,-87.63,41.87,5
52934,Jam-Unclassified,06:00,-87.66,41.89,7
52946,Jam-Unclassified,06:00,-87.65,41.88,7
52968,Jam-Unclassified,06:00,-87.63,41.89,5
52927,Jam-Unclassified,06:00,-87.67,41.9,4
52913,Jam-Unclassified,06:00,-87.71,41.92,3
52914,Jam-Unclassified,06:00,-87.71,41.93,3
52951,Jam-Unclassified,06:00,-87.64,41.79,3
52959,Jam-Unclassified,06:00,-87.64,41.89,3
52965,Jam-Unclassified,06:00,-87.63,41.75,3
52906,Jam-Unclassified,06:00,-87.72,41.78,2
53040,Jam-Unclassified,07:00,-87.64,41.89,4
53008,Jam-Unclassified,07:00,-87.7,41.74,3
52986,Jam-Unclassified,07:00,-87.81,41.98,2
53002,Jam-Unclassified,07:00,-87.72,41.87,2
53004,Jam-Unclassified,07:00,-87.71,41.74,2
53007,Jam-Unclassified,07:00,-87.71,41.99,2
53015,Jam-Unclassified,07:00,-87.68,41.92,2
53017,Jam-Unclassified,07:00,-87.67,41.83,2
53019,Jam-Unclassified,07:00,-87.67,41.91,2
53025,Jam-Unclassified,07:00,-87.66,41.93,2
53104,Jam-Unclassified,08:00,-87.65,41.88,6
53067,Jam-Unclassified,08:00,-87.75,41.79,2
53086,Jam-Unclassified,08:00,-87.7,41.83,2
53092,Jam-Unclassified,08:00,-87.68,41.91,2
53094,Jam-Unclassified,08:00,-87.67,41.87,2
53096,Jam-Unclassified,08:00,-87.67,41.91,2
53114,Jam-Unclassified,08:00,-87.63,41.75,2
53118,Jam-Unclassified,08:00,-87.62,41.88,2
53059,Jam-Unclassified,08:00,-87.91,41.97,1
53060,Jam-Unclassified,08:00,-87.89,41.97,1
53177,Jam-Unclassified,09:00,-87.65,41.84,5
53200,Jam-Unclassified,09:00,-87.6,41.69,4
53148,Jam-Unclassified,09:00,-87.7,41.87,3
53166,Jam-Unclassified,09:00,-87.67,41.91,3
53180,Jam-Unclassified,09:00,-87.65,41.87,3
53181,Jam-Unclassified,09:00,-87.65,41.88,3
53130,Jam-Unclassified,09:00,-87.81,41.93,2
53131,Jam-Unclassified,09:00,-87.81,41.98,2
53132,Jam-Unclassified,09:00,-87.8,41.98,2
53134,Jam-Unclassified,09:00,-87.75,41.78,2
53337,Jam-Unclassified,10:00,-87.64,41.83,29
53343,Jam-Unclassified,10:00,-87.63,41.72,29
53346,Jam-Unclassified,10:00,-87.63,41.75,28
53224,Jam-Unclassified,10:00,-87.79,41.98,23
53344,Jam-Unclassified,10:00,-87.63,41.73,23
53345,Jam-Unclassified,10:00,-87.63,41.74,22
53369,Jam-Unclassified,10:00,-87.6,41.69,20
53370,Jam-Unclassified,10:00,-87.6,41.7,19
53222,Jam-Unclassified,10:00,-87.8,41.98,18
53336,Jam-Unclassified,10:00,-87.64,41.82,18
53609,Jam-Unclassified,11:00,-87.65,41.88,56
53458,Jam-Unclassified,11:00,-87.75,41.96,46
53420,Jam-Unclassified,11:00,-87.78,41.97,42
53459,Jam-Unclassified,11:00,-87.75,41.97,39
53412,Jam-Unclassified,11:00,-87.79,41.98,38
53571,Jam-Unclassified,11:00,-87.67,41.9,35
53440,Jam-Unclassified,11:00,-87.76,41.96,32
53626,Jam-Unclassified,11:00,-87.64,41.83,31
53471,Jam-Unclassified,11:00,-87.74,41.95,30
53404,Jam-Unclassified,11:00,-87.8,41.98,29
53866,Jam-Unclassified,12:00,-87.72,41.94,54
53797,Jam-Unclassified,12:00,-87.75,41.96,52
53888,Jam-Unclassified,12:00,-87.71,41.93,45
53843,Jam-Unclassified,12:00,-87.73,41.95,44
53940,Jam-Unclassified,12:00,-87.69,41.92,43
53817,Jam-Unclassified,12:00,-87.74,41.95,42
53992,Jam-Unclassified,12:00,-87.67,41.9,42
54037,Jam-Unclassified,12:00,-87.65,41.85,42
53889,Jam-Unclassified,12:00,-87.71,41.94,40
53798,Jam-Unclassified,12:00,-87.75,41.97,38
54259,Jam-Unclassified,13:00,-87.75,41.96,58
54319,Jam-Unclassified,13:00,-87.72,41.94,51
54341,Jam-Unclassified,13:00,-87.71,41.93,51
54437,Jam-Unclassified,13:00,-87.67,41.91,51
54237,Jam-Unclassified,13:00,-87.76,41.96,45
54485,Jam-Unclassified,13:00,-87.65,41.87,41
54486,Jam-Unclassified,13:00,-87.65,41.88,41
54388,Jam-Unclassified,13:00,-87.69,41.92,40
54436,Jam-Unclassified,13:00,-87.67,41.9,40
54226,Jam-Unclassified,13:00,-87.77,41.97,39
54870,Jam-Unclassified,14:00,-87.67,41.9,54
54871,Jam-Unclassified,14:00,-87.67,41.91,48
54700,Jam-Unclassified,14:00,-87.75,41.97,46
54668,Jam-Unclassified,14:00,-87.77,41.97,44
54755,Jam-Unclassified,14:00,-87.72,41.94,44
54891,Jam-Unclassified,14:00,-87.66,41.89,42
54776,Jam-Unclassified,14:00,-87.71,41.93,39
